業種,企業コード,市場,企業名,URL,概要
電気機器,6927,JQS,ヘリオス　テクノ　ホールディング(株),http://www.heliostec-hd.co.jp/,フェニックス電機主体、Ｍ＆Ａでプロジェクター用照明、精密印刷装置、技術者派遣の３本柱に
電気機器,6928,JQS,(株)エノモト,http://www.enomoto.co.jp/,ＬＥＤ・半導体用リードフレーム、コネクター用部品の大手。微細加工の精密プレス金型に強み
電気機器,6929,大証1部,日本セラミック(株),http://www.nicera.co.jp/,赤外線センサーで国内９割、世界６割のシェア。超音波センサーでも世界的。中国等に生産拠点
電気機器,6930,JQS,日本アンテナ(株),http://www.nippon-antenna.co.jp/,通信用、放送用アンテナの製造販売大手。電波障害対策工事でも上位。車載用アンテナから撤退
電気機器,6932,大証1部,(株)遠藤照明,http://www.endo-lighting.co.jp/,商業施設用照明器具で国内首位級。演出照明に強み。インテリア家具も扱う。ＬＥＤ照明に軸足
電気機器,6935,東証1部,(株)日本デジタル研究所,http://www.jdl.co.jp/,会計事務所向け財務専用ソフトの大手。専用パソコン等機器も開発。定期運送の航空事業も兼営
電気機器,6937,東証1部,古河電池(株),http://www.furukawadenchi.co.jp/,古河電気工業の電池部門継承して発足。主力の自動車用鉛蓄電池のほか航空、宇宙用にも強み
電気機器,6938,東証1部,双信電機(株),http://www.soshin.co.jp/,複合回路部品の中堅。産業用約８０％。情報通信関連も強化。日本ガイシ傘下。アジア市場開拓
電気機器,6941,東証1部,山一電機(株),http://www.yamaichi.co.jp/,半導体検査用ソケット大手。半導体メーカーの新製品の有無で収益振幅大。安定化へ新分野育成
情報・通信,6942,JQS,(株)ソフィアホールディングス,http://www.sophia.com/,データセンターやｅコマースサイト支援などネット事業を展開。事業見直しで再建に取り組む
電気機器,6943,JQS,日本開閉器工業(株),http://www.nikkai.co.jp/,産業用小型スイッチ専業大手。トグルスイッチ世界シェア圧倒的。中国生産注力。北米向け拡大
情報・通信,6944,JQS,(株)アイレックス,http://www.airex.co.jp/,プリント配線板事業撤退後、システム開発に集中。通信向け強み。ＮＥＣ、パナソニック２大顧客
電気機器,6945,東証2部,富士通フロンテック(株),http://www.frontech.fujitsu.com/,ＡＴＭやＰＯＳなど金融・流通端末が主力。競馬場の表示・発払機等も。製造主力はフィリピン
電気機器,6946,東証2部,日本アビオニクス(株),http://www.avio.co.jp/,ＮＥＣ系。防衛用表示機器、音響機器大手で防衛関連約４割。民需は赤外線、接合装置が中心
電気機器,6947,東証1部,(株)図研,http://www.zuken.co.jp/,プリント基板ＣＡＤ／ＣＡＭの国内最大手。世界でもトップ級。自動車関連や生産管理に触手
電気機器,6950,東証2部,(株)ワイ・イー・データ,http://www.yedata.co.jp/,安川電機系。オプトメカトロニクス、情報マルチメディア関連軸に事業構造を再編、立て直し
電気機器,6951,東証1部,日本電子(株),http://www.jeol.co.jp/,電子顕微鏡で世界首位。分析機器、半導体関連装置、医用機器等に展開。中・露・印・伯等へも拡大
電気機器,6952,東証1部,カシオ計算機(株),http://www.casio.co.jp/,樫尾４兄弟が創業。電波時計、電子辞書で高シェア。デジカメも展開。携帯事業は持分法移行
電気機器,6954,東証1部,ファナック(株),http://www.fanuc.co.jp/,工作機械用ＮＣ（数値制御）装置世界首位。産業用ロボや小型マシニングセンタも。配当性向３０％
電気機器,6955,東証2部,ＦＤＫ(株),http://www.fdk.co.jp/,富士通傘下。民生・産業用ニッケル水素電池が主軸。一般向けアルカリ乾電池、電子部品事業も
電気機器,6957,JQS,(株)芝浦電子,http://www.shibaura-e.co.jp/,温度センサー部品最大手。センサーは海外で８割生産。エコ給湯器、ＥＶ向けなど環境関連強い
電気機器,6958,東証1部,日本ＣＭＫ(株),http://www.cmk-corp.com/,プリント配線基板最大手。自動車、デジタル家電強い。ビルドアップ基板など高付加価値品強化
電気機器,6960,JQS,フクダ電子(株),http://www.fukuda.co.jp/,医用電子機器メーカー。循環器系に強く、心電計でトップ。フィリップスなど海外勢と提携
電気機器,6961,東証1部,(株)エンプラス,http://www.enplas.com/,精密プラスチック加工首位。微細加工技術に定評。顧客対応で海外生産網充実。ＬＥＤ関連強化
電気機器,6962,大証1部,(株)大真空,http://www.kds.info/,水晶デバイス総合大手。音叉型や民生用振動子などシェア首位級。人工水晶から一貫生産に強み
電気機器,6963,大証1部,ローム(株),http://www.rohm.co.jp/,カスタムＬＳＩ首位。ダイオードなど半導体素子や抵抗器有力。ＯＫＩ半導体事業買収。好財務
電気機器,6964,東証2部,(株)サンコー,http://www.sko.co.jp/,デジタル家電、車載電装品等の部品を受託生産。金型製作から組み立てまでの一貫生産が強み
電気機器,6965,東証1部,浜松ホトニクス(株),http://www.hamamatsu.com/,光検出器関連で高技術。光電子増倍管で世界シェア約９０％。医用など高性能品多数。開発型企業
電気機器,6966,東証1部,(株)三井ハイテック,http://www.mitsui-high-tec.com/,金型技術に強み。ＩＣリードフレーム最大手級、海外生産化推進。ＩＣ組み立て加工受託も
電気機器,6967,東証1部,新光電気工業(株),http://www.shinko.co.jp/,半導体パッケージ・リードフレーム大手。インテルに供給。富士通系だがグループ販売比率低い
電気機器,6969,大証2部,松尾電機(株),http://www.ncc-matsuo.co.jp/,各種コンデンサー大手。自動車、情報機器等産業用主力。タンタルに強み。マイクロヒューズも
電気機器,6971,東証1部,京セラ(株),http://www.kyocera.co.jp/,コンデンサーなど電子部品大手。太陽電池モジュール、通信機器、複写機など多角化経営を標榜
電気機器,6972,東証2部,エルナー(株),http://www.elna.co.jp/,プリント回路、コンデンサーが柱。生産はタイとマレーシア。みずほ系ファンド下で再建メド
卸売業,6973,東証1部,協栄産業(株),http://www.kyoei.co.jp/,三菱電機系の商社。半導体、電子材料、ＦＡ機器が主力。ＩＴ部門拡大、プリント配線板製造も
電気機器,6974,東証2部,日本インター(株),http://www.niec.co.jp/,整流素子主体の半導体メーカー。太陽光発電、ＨＶ、燃料電池向け部品に照準。経営再建中
電気機器,6976,東証1部,太陽誘電(株),http://www.ty-top.com/,セラミックコンデンサー世界シェア上位。インダクター、ＳＡＷフィルター、ＤＶＤ?Ｒも有力
電気機器,6977,東証2部,(株)日本抵抗器製作所,http://www.jrm.co.jp/,抵抗器の中堅。自動車向け依存大。ハイブリッドＩＣ、電子機器に主力移行。中国生産を拡大
電気機器,6981,大証1部,(株)村田製作所,http://www.murata.co.jp/,電子部品大手。世界トップのセラミックコンデンサーが主柱。原料からのセラミック技術に強み
輸送用機器,6982,東証2部,(株)リード,http://www.lead.co.jp/,富士重工の車両部品生産が売上高の９割に。自社製品は街路灯、アンプケース等。板金技術高度
電気機器,6985,東証1部,(株)ユーシン,http://www.u-shin.co.jp/,スイッチやキーセットなど自動車電装品製造。マツダ、スズキ向け４割。産業機械や住宅向けも
電気機器,6986,東証1部,双葉電子工業(株),http://www.futaba.co.jp/,自動車インパネ等の蛍光表示管で世界首位。金型部品も国内、アジアで展開。有機ＥＬ事業育成
化学,6988,東証1部,日東電工(株),http://www.nitto.co.jp/,テープ類から総合材料メーカーに。液晶用光学フィルムで成長。ニッチ商品でシェア首位多数
電気機器,6989,東証1部,北陸電気工業(株),http://www.hdk.co.jp/,携帯電話、デジタル家電向け基板、モジュール等が主力。ＭＥＭＳ（微小電気機械素子）を強化中
電気機器,6992,東証2部,国産電機(株),http://www.kokusandenki.co.jp/,日立系部品メーカー、自動車・２輪用電装品、モーターが主軸。日本精工向けの比率が高い
電気機器,6993,東証2部,アジアグロースキャピタル(株),http://www.moridenki-mfg.com/,防衛省や航空会社向け特殊照明器に特色。投資会社から資本支援受け、投資事業など収益源模索
電気機器,6994,東証2部,(株)指月電機製作所,http://www.shizuki.co.jp/,大型コンデンサー得意。ＯＡ機器向けなど小型分野に展開。空港発着案内など表示装置も強い
輸送用機器,6995,東証1部,(株)東海理化,http://www.tokai-rika.co.jp/,トヨタ系の自動車部品メーカー。スイッチ、キーロック、シートベルト大手。８割がトヨタ関連
電気機器,6996,東証1部,ニチコン(株),http://www.nichicon.co.jp/,アルミ電解など各種コンデンサー総合経営で世界有数。ＯＡ用電源も注力。海外売上比率高い
電気機器,6997,東証1部,日本ケミコン(株),http://www.chemi-con.co.jp/,アルミ電解コンデンサーで首位。アルミ電解箔の技術は世界級。導電性高分子分野を重点育成
電気機器,6998,東証2部,日本タングステン(株),http://www.nittan.co.jp/,タングステンとモリブデンの加工業。超硬合金、ロータリーカッター、自動車用電極など育成
電気機器,6999,東証1部,ＫＯＡ(株),http://www.koanet.co.jp/,固定抵抗器で世界首位級。長野中心に約７５％と国内生産比率高い。自動車向けに強み。好財務
輸送用機器,7003,東証1部,三井造船(株),http://www.mes.co.jp/,造船・重機大手の一角。舶用ディーゼル機関で国内トップ。傘下にＦＰＳＯ設計の三井海洋開発
機械,7004,東証1部,日立造船(株),http://www.hitachizosen.co.jp/,ゴミ焼却設備等環境を柱に機械、エネルギー、電子・情報拡大、造船分離。Ｈｉｔｚが略称社名
輸送用機器,7007,東証1部,佐世保重工業(株),http://www.ssk-sasebo.co.jp/,バラ積み船、タンカー等の造船中堅。舶用エンジン用クランクシャフトは国内２位、艦艇修繕も
